Q216400,Q2229738
Q21099451,Q4973510
Q47114572,Q7067980
Q217495,Q17984712
Q16298559,Q11873203
Q465179,Q3207199
Q589497,Q3819641
Q9711,Q1529231
Q313193,Q7731048
Q510258,Q4974300
Q171091,Q3819643
Q2324126,Q3819643
Q574156,Q1529754
Q318297,Q7731070
Q7072163,Q17984929
Q233046,Q3207217
Q1398332,Q1529809
Q3195618,Q3819652
Q470758,Q4974741
Q1393315,Q3207240
Q455951,Q7731079
Q7072163,Q17984975
Q2663882,Q7068010
Q170509,Q4975123
Q467817,Q3819654
Q1446797,Q1530474
Q2060612,Q7731092
Q327638,Q3207256
Q217495,Q17985004
Q450346,Q4975452
Q2606624,Q3819656
Q1383799,Q1530711
Q4221522,Q7731101
Q2899675,Q3207265
Q1084428,Q11873415
Q4221527,Q7068019
Q237235,Q4975482
Q466808,Q3819659
Q3921849,Q3819659
Q7459636,Q7731110
Q1383799,Q1530907
Q526057,Q17985052
Q443109,Q3207268
Q128837,Q4975495
Q1383799,Q1530925
Q467404,Q3819666
Q462574,Q7731121
Q732952,Q17985369
Q640963,Q3207270
Q5233353,Q7068158
Q185333,Q4975534
Q318399,Q7731161
Q6384276,Q17985457
Q917004,Q1530992
Q3804376,Q3819668
Q1235443,Q3207271
Q113764,Q7068274
Q272076,Q4975539
Q917004,Q1531057
Q273266,Q17985487
Q586362,Q3819676
Q465179,Q3207312
Q1615539,Q7068701
Q11898058,Q11873469
Q917004,Q1531086
Q8029886,Q4975577
Q181662,Q17985753
Q7176714,Q7731202
Q1163891,Q3207328
Q437174,Q3819678
Q7366930,Q7068862
Q18168405,Q17985869
Q64587,Q1531137
Q16104647,Q7731217
Q5108453,Q4975584
Q3082394,Q3819686
Q1383799,Q1531548
Q169566,Q7731231
Q2536700,Q4975627
Q4363476,Q17985887
Q3770941,Q3819687
Q3190911,Q3207373
Q138007,Q7068915
Q1173398,Q4975632
Q23685,Q1531554
Q4363476,Q17985888
Q1515266,Q7731235
Q267698,Q11873524
Q354755,Q3819688
Q233046,Q3207381
Q5360627,Q7069500
Q542835,Q1531632
Q506885,Q4975656
Q11872964,Q11873737
Q437516,Q3819694
Q234403,Q17985963
Q248867,Q7731236
Q15976259,Q7731236
Q193111,Q11873782
Q313001,Q3207382
Q6760308,Q7069553
Q446605,Q3819696
Q190379,Q1531861
Q212727,Q17985964
Q379520,Q4975657
Q7114631,Q7731253
Q713775,Q3207389
Q365664,Q3819700
Q11690087,Q11873924
Q73506,Q1532325
Q261465,Q7069558
Q12020889,Q17985968
Q551767,Q3207393
Q5103384,Q7731270
Q294625,Q3819716
Q76727,Q1532616
Q15500506,Q4975703
Q2926441,Q3207407
Q856006,Q17985971
Q301632,Q7731273
Q238124,Q7069583
Q35064,Q1532676
Q211542,Q11873992
Q237555,Q3819724
Q234030,Q4975705
Q15514636,Q17986025
Q178698,Q7731278
Q217495,Q7069910
Q645390,Q3819731
Q356428,Q4975721
Q248059,Q1532788
Q361149,Q3207442
Q1258959,Q17986048
Q11857171,Q11874044
Q6483508,Q7731279
Q4910037,Q4976047
Q72334,Q1533003
Q4678852,Q17986166
Q238970,Q3819744
Q2829883,Q3207445
Q5524719,Q7731284
Q105167,Q1533058
Q3898198,Q4976145
Q2927179,Q3207460
Q552938,Q7070095
Q75612,Q17986332
Q357970,Q3819746
Q270635,Q1535032
Q1044648,Q7731302
Q16989623,Q11883586
Q430182,Q4976397
Q42511,Q1535422
Q2367724,Q3207462
Q448776,Q17986439
Q11867730,Q11883598
Q6788525,Q4979859
Q16729553,Q7731306
Q599424,Q3819769
Q76357,Q1535485
Q45765,Q17986750
Q15053448,Q4979864
Q467404,Q3819771
Q3455763,Q3207468
Q11865427,Q11883600
Q513883,Q7731323
Q6762291,Q7071156
Q38392,Q1536034
Q2714618,Q17988099
Q706658,Q4981903
Q357970,Q3819798
Q272211,Q3207473
Q513883,Q7731324
Q253453,Q7071424
Q6530,Q1536250
Q7820925,Q4982058
Q16204354,Q17989172
Q946237,Q7071495
Q465179,Q3207474
Q458614,Q3819801
Q513883,Q7731325
Q935577,Q11883715
Q184622,Q1536949
Q1277983,Q4982929
Q705999,Q4982929
Q11676397,Q17989203
Q433708,Q7731337
Q272211,Q3207476
Q3851289,Q3819804
Q35155,Q1536968
Q1732732,Q7071514
Q125970,Q17989219
Q1377013,Q4983002
Q437174,Q3819826
Q272211,Q3207479
Q361653,Q7731342
Q510320,Q7072030
Q216896,Q4983513
Q94186,Q1538580
Q1053737,Q17989330
Q333123,Q3819830
Q272211,Q3207480
Q513883,Q7731344
Q5113035,Q4983750
Q4233718,Q7072278
Q356639,Q3819831
Q4390332,Q17989450
Q272211,Q3207484
Q451379,Q7731352
Q310379,Q1538984
Q550614,Q4984090
Q288198,Q4984090
Q455780,Q3819833
Q471413,Q7072433
Q315059,Q3207487
Q7330150,Q7731368
Q4768278,Q4984149
Q334989,Q3819834
Q446605,Q1539045
Q107432,Q17989520
Q3064910,Q7073205
Q4354395,Q3207492
Q42511,Q1539509
Q132524,Q7731371
Q7647346,Q4984154
Q152690,Q3819838
Q477210,Q7073226
Q272610,Q1539874
Q2367724,Q3207493
Q11865427,Q11884114
Q355879,Q7731377
Q3725957,Q3819844
Q9323704,Q17990554
Q12408776,Q7731381
Q713747,Q3207503
Q68219,Q3819851
Q6752638,Q7073235
Q528647,Q4984676
Q9323704,Q17990581
Q975994,Q7731382
Q193111,Q11884158
Q477210,Q7073239
Q318845,Q3819852
Q3341353,Q4984794
Q715814,Q1540288
Q2829844,Q3207509
Q803646,Q17991113
Q105756,Q7731385
Q922053,Q3819866
Q3094462,Q3207515
Q6950,Q1540837
Q897008,Q4984887
Q5045414,Q7731420
Q823003,Q7073256
Q183492,Q1541914
Q231736,Q3207521
Q231467,Q3819867
Q611672,Q4985737
Q11719512,Q7731422
Q495420,Q3819869
Q2927179,Q3207540
Q6298075,Q7073263
Q21099494,Q4985999
Q11240728,Q17991385
Q595717,Q1541934
Q1353378,Q7731424
Q272794,Q7073272
Q379929,Q3207545
Q298025,Q4986001
Q6402062,Q17991732
Q1399160,Q1542194
Q1349297,Q3819908
Q2009881,Q7731425
Q333246,Q3207557
Q2840554,Q7073302
Q11862614,Q11884881
Q1134356,Q4986464
Q10844782,Q17991741
Q78174,Q1543954
Q442643,Q3819909
Q15457879,Q7731433
Q153670,Q3207561
Q216134,Q7073327
Q5398192,Q11884925
Q6161627,Q11884925
Q316610,Q4986479
Q4960658,Q4986479
Q246953,Q17991789
Q47152,Q1544111
Q437263,Q3819944
Q4706931,Q4986511
Q544611,Q7731455
Q4760090,Q7073328
Q435401,Q3207578
Q1525850,Q17992051
Q8998,Q3819953
Q38392,Q1544119
Q773250,Q11884976
Q11890422,Q11884976
Q1984946,Q3207579
Q9056906,Q4986515
Q11310780,Q7731463
Q13489216,Q7073331
Q185777,Q3819955
Q5396010,Q17992183
Q3164367,Q3207588
Q7499212,Q4986518
Q5173002,Q7073332
Q3183180,Q7731467
Q272076,Q3819960
Q6130427,Q17992443
Q314957,Q3207589
Q7288056,Q4986675
Q82104,Q1544697
Q1525850,Q17992484
Q2272484,Q7073340
Q7942848,Q3819967
Q1341731,Q3207599
Q5947365,Q17992717
Q1134293,Q4986683
Q6183790,Q4986683
Q6378732,Q11885093
Q228624,Q1545217
Q2927179,Q3207609
Q733151,Q3819968
Q2797004,Q4991505
Q580332,Q7073359
Q1381985,Q1545663
Q238295,Q7731481
Q7245,Q3819971
Q2941920,Q3207610
Q3050705,Q17992955
Q548846,Q7073360
Q4776129,Q7731502
Q1925259,Q4991798
Q935577,Q11885138
Q23481,Q1546285
Q969020,Q3819973
Q128790,Q3207611
Q167856,Q7731506
Q548140,Q4992320
Q455703,Q7073366
Q115863,Q1547504
Q6370360,Q11885345
Q333123,Q3207612
Q550449,Q3819987
Q283908,Q7731514
Q170509,Q1548029
Q322060,Q4992405
Q580332,Q7073369
Q470468,Q11885357
Q709951,Q3207629
Q171091,Q3820010
Q9312,Q1550565
Q5396010,Q17993366
Q322060,Q4992455
Q727148,Q7073371
Q211542,Q11885664
Q547914,Q3820015
Q3269234,Q3207659
Q5860554,Q17993380
Q455703,Q7073378
Q47117161,Q7731517
Q47117170,Q7731517
Q3894435,Q3820031
Q11901528,Q11885665
Q922071,Q3207667
Q455703,Q7073382
Q75856,Q1550801
Q6107,Q4992687
Q272194,Q3820039
Q186042,Q7731519
Q314993,Q3207685
Q11901528,Q11885669
Q5559798,Q7073862
Q4985,Q3820043
Q4939273,Q4992741
Q786526,Q1551788
Q47116895,Q7731521
Q1984946,Q3207687
Q1399171,Q11885671
Q2283604,Q3820044
Q19118376,Q1552736
Q965375,Q4992965
Q316610,Q7074477
Q578031,Q7074477
Q76688,Q7731523
Q1227331,Q3207694
Q3049381,Q17995201
Q1346691,Q3820058
Q440569,Q4993310
Q9053801,Q1552885
Q4096295,Q7731527
Q1237041,Q7731527
Q27063251,Q7074603
Q106465,Q3207718
Q183167,Q3820059
Q11690087,Q11885827
Q46052,Q4994481
Q704498,Q7731528
Q5237502,Q7074604
Q2472632,Q3207722
Q534599,Q3820060
Q469659,Q4994712
Q1347644,Q1555509
Q381010,Q1555509
Q561050,Q1555509
Q344955,Q7731533
Q6163052,Q7074613
Q2718927,Q11886170
Q364315,Q3207728
Q218679,Q4995724
Q6227066,Q7731547
Q325974,Q3820072
Q6297172,Q7074635
Q170509,Q1557588
Q358188,Q3820091
Q265674,Q4996241
Q3218943,Q3207731
Q3607710,Q7731558
Q9116578,Q17995616
Q345117,Q11886351
Q208236,Q7074686
Q5686,Q1557935
Q11339514,Q4996610
Q333123,Q3820114
Q3331525,Q3207750
Q44519,Q1559656
Q15515059,Q7074780
Q3134064,Q4996718
Q333123,Q3820117
Q217388,Q3207758
Q368363,Q7731565
Q217619,Q7074797
Q60817,Q1559763
Q364901,Q3820126
Q298229,Q4996792
Q978959,Q7731569
Q723621,Q3207759
Q922053,Q3820154
Q11867335,Q11886367
Q5230500,Q4996813
Q224113,Q3207764
Q470463,Q1561684
Q123923,Q1561684
Q3244263,Q7731571
Q316443,Q3820191
Q267698,Q11886368
Q1001,Q4996905
Q92946,Q7075001
Q763218,Q3207766
Q2461946,Q18001681
Q100948,Q7731573
Q334252,Q4996908
Q3262139,Q3207769
Q4767426,Q7075035
Q1060178,Q3820576
Q123242,Q1562043
Q1001,Q18003003
Q468550,Q11886503
Q183492,Q7731579
Q2273585,Q4996917
Q503997,Q3820624
Q9049,Q7075090
Q1001,Q18003004
Q217110,Q4997092
Q905535,Q1563441
Q6405377,Q7731592
Q3768936,Q3820735
Q348623,Q11886650
Q471116,Q4997170
Q551429,Q3207784
Q2724159,Q18003005
Q536898,Q1563466
Q7516011,Q7731597
Q6242531,Q7075183
Q561116,Q3820743
Q2758776,Q18003006
Q36951,Q3207785
Q526057,Q4997231
Q530602,Q1563847
Q1162117,Q7731601
Q2758776,Q18003007
Q348244,Q4997276
Q463513,Q3207808
Q5229938,Q7075196
Q1394,Q3820744
Q272088,Q1563870
Q1446683,Q4997289
Q2758776,Q18003009
Q131549,Q3207817
Q458390,Q7731604
Q630646,Q7075435
Q3759382,Q3820810
Q4227174,Q11887236
Q47755,Q1563950
Q405295,Q3820979
Q741988,Q3207833
Q6078237,Q4997314
Q2727327,Q18003010
Q535733,Q7731614
Q34969,Q7075440
Q309786,Q3821047
Q43293,Q1565837
Q665768,Q4997322
Q153248,Q3207855
Q5921198,Q7731615
Q305497,Q7075441
Q134180,Q7075441
Q2758776,Q18003013
Q738539,Q3821051
Q106740,Q1566420
Q7174281,Q4997363
Q898083,Q3207856
Q1035,Q7731618
Q9312,Q7075445
Q2727327,Q18003015
Q430182,Q3821099
Q447519,Q3207857
Q6107176,Q4997566
Q57085,Q1566734
Q2731812,Q18003016
Q1942017,Q7075496
Q1265575,Q7731619
Q5409677,Q11887498
Q2250248,Q3821126
Q38203,Q1567059
Q169566,Q3207862
Q72653,Q4997606
Q148234,Q7731620
Q2724159,Q18003018
Q724506,Q7075508
Q47538758,Q7075508
Q3680569,Q3821162
Q5362438,Q4997629
Q6376488,Q7731631
Q39212,Q3207868
Q230476,Q1567505
Q2724159,Q18003019
Q1349245,Q7075510
Q4235282,Q3821163
Q712653,Q3207888
Q187765,Q1567589
Q454748,Q7731633
Q4765261,Q4997743
Q2724159,Q18003022
Q5271160,Q7075519
Q309786,Q3821219
Q319871,Q1568126
Q6775271,Q4997771
Q588653,Q3207891
Q457171,Q7075729
Q169906,Q7731637
Q1001,Q18003023
Q505154,Q3821239
Q43216,Q11887910
Q442505,Q3207911
Q6136319,Q4997821
Q357120,Q1570020
Q2928428,Q7075786
Q90238,Q7731638
Q2724159,Q18003025
Q472568,Q3821271
Q3292180,Q3207923
Q193111,Q11887966
Q9049,Q7075828
Q6136319,Q4997822
Q5248271,Q4997822
Q315003,Q1570068
Q4117941,Q7731643
Q2724159,Q18003026
Q2000229,Q7076097
Q437516,Q3821279
Q339577,Q3207941
Q6820054,Q4997861
Q179109,Q7731646
Q4797786,Q1570647
Q105962,Q3207944
Q15462161,Q7076169
Q2758776,Q18003027
Q3117328,Q11888025
Q351168,Q7731651
Q6101527,Q4997879
Q9554,Q1570659
Q1002127,Q3207951
Q316785,Q7076198
Q3617823,Q3821345
Q2724159,Q18003028
Q365664,Q7731657
Q573648,Q4998269
Q7324736,Q7076986
Q2606624,Q3821347
Q912791,Q1570779
Q2758776,Q18003029
Q205958,Q11888111
Q5408989,Q7731663
Q84233,Q4998443
Q2606624,Q3821349
Q45765,Q3207959
Q4446505,Q11888135
Q8017046,Q7731666
Q6966392,Q18003030
Q357120,Q7076992
Q9554,Q1571095
Q47619,Q4998526
Q1001,Q18003032
Q38931,Q1571368
Q313254,Q3821351
Q7184387,Q7731674
Q1775876,Q7076996
Q45765,Q3207964
Q1001,Q18003033
Q47114582,Q7077073
Q5262315,Q7731693
Q3990574,Q4998656
Q2558435,Q3207965
Q1399171,Q11888156
Q3862781,Q3821353
Q2758776,Q18003034
Q287727,Q1571939
Q1895729,Q4998762
Q8020898,Q7077158
Q368519,Q7731695
Q956276,Q3207985
Q6982056,Q18003035
Q910392,Q3821361
Q11690087,Q11888157
Q5756306,Q4998781
Q268755,Q7077188
Q188176,Q7731737
Q1899911,Q3207993
Q358188,Q3821365
Q7288945,Q18003036
Q551570,Q1573973
Q1399171,Q11888186
Q12785198,Q7077190
Q7287492,Q4998827
Q1238635,Q3207996
Q47117017,Q7731745
Q47117025,Q7731745
Q47117034,Q7731745
Q2721893,Q18003037
Q3712844,Q3821374
Q3519353,Q1574761
Q47108836,Q1574761
Q47108839,Q1574761
Q705399,Q3208027
Q47116960,Q7731747
Q600261,Q4998839
Q2721893,Q18003038
Q734278,Q3821376
Q47117119,Q7731748
Q21099502,Q4998848
Q272076,Q7077300
Q144090,Q3208037
Q7240216,Q18003039
Q201538,Q1574967
Q1364144,Q3821378
Q47117049,Q7731749
Q271809,Q11888368
Q443235,Q7077377
Q1044648,Q4998849
Q7245,Q3208053
Q2731812,Q18003040
Q923530,Q3821390
Q1681014,Q7731750
Q452159,Q7077378
Q7197,Q3208054
Q5590336,Q4998910
Q4892968,Q4998910
Q106465,Q1577004
Q270739,Q3821400
Q2758776,Q18003041
Q92608,Q7731751
Q7117321,Q7731751
Q272076,Q7077387
Q373836,Q4999501
Q435401,Q3208065
Q217557,Q1580112
Q3735576,Q11888509
Q1001,Q18003042
Q3086966,Q7077393
Q272076,Q7077393
Q2662673,Q7731753
Q518925,Q3821404
Q1984946,Q3208066
Q6835425,Q4999533
Q105167,Q1581581
Q18051884,Q18003043
Q6503809,Q7731765
Q337373,Q7077400
Q584850,Q3821406
Q2851670,Q3208080
Q11865582,Q11888573
Q962336,Q4999624
Q2731812,Q18003044
Q3119422,Q3821410
Q47114548,Q7077408
Q1165276,Q1582503
Q450737,Q11888750
Q233046,Q3208081
Q4961414,Q7731768
Q21099507,Q4999656
Q2758776,Q18003046
Q3771771,Q3821429
Q7245,Q1582679
Q210059,Q7077444
Q3734617,Q11888794
Q313489,Q7731779
Q2721616,Q18003047
Q39212,Q4999822
Q298685,Q1583323
Q25163,Q3821436
Q172140,Q7077532
Q7381851,Q4999836
Q2758776,Q18003048
Q5592199,Q7731785
Q732668,Q3208091
Q134798,Q1583509
Q3647310,Q3821449
Q5230500,Q7731791
Q437516,Q7077598
Q1984946,Q3208093
Q6982056,Q18003049
Q5229938,Q4999852
Q1252377,Q3821490
Q47116973,Q7731795
Q1183386,Q1583668
Q3290975,Q3208100
Q7562208,Q7077765
Q1001,Q18003050
Q316610,Q4999895
Q578031,Q4999895
Q234519,Q3821495
Q11867335,Q11889060
Q979465,Q7731796
Q3369970,Q3208105
Q7539455,Q7078335
Q2758776,Q18003051
Q334219,Q3821529
Q21099510,Q4999899
Q260730,Q7731815
Q214642,Q1584652
Q1088881,Q18003052
Q468211,Q7078386
Q11869386,Q11889176
Q220450,Q3821543
Q53907809,Q3821543
Q3499056,Q7731842
Q1088881,Q18003053
Q164106,Q1585604
Q560921,Q11889177
Q738615,Q4999963
Q1797771,Q7731848
Q128790,Q3821544
Q157322,Q3208133
Q1088881,Q18003054
Q132723,Q1587617
Q73880,Q3821545
Q2319774,Q11889204
Q167821,Q5000310
Q334252,Q7731877
Q898083,Q3208138
Q1088881,Q18003055
Q443042,Q1588078
Q715241,Q7078419
Q437174,Q3821551
Q4392571,Q7731878
Q403877,Q3208142
Q1088881,Q18003056
Q155106,Q3821630
Q1559438,Q1588738
Q354148,Q5000690
Q354431,Q11889285
Q3481983,Q7731880
Q355438,Q1589173
Q311744,Q3821638
Q968565,Q7078724
Q1756267,Q3208145
Q354085,Q3821670
Q1697118,Q1590481
Q11852892,Q11889357
Q5438309,Q5001247
Q501880,Q7731883
Q3805618,Q7078738
Q55961,Q3208160
Q2729971,Q18003058
Q639665,Q1593045
Q722453,Q3208163
Q5316660,Q7078744
Q365406,Q7731890
Q586362,Q3821675
Q21099520,Q5001348
Q21099521,Q5001348
Q2729971,Q18003059
Q493123,Q3821684
Q2449527,Q7078748
Q311037,Q11889462
Q105167,Q1593096
Q314993,Q3208165
Q287063,Q7731898
Q4858740,Q5001415
Q2729971,Q18003060
Q43216,Q11889463
Q47561,Q3208166
Q134456,Q3821686
Q79759,Q7078749
Q505154,Q7731908
Q710155,Q1593165
Q2758776,Q18003061
Q312782,Q5001429
Q314993,Q3208171
Q2000797,Q3821687
Q469681,Q1594760
Q234530,Q7731910
Q314787,Q5001446
Q2758776,Q18003062
Q529082,Q7731914
Q3639393,Q3821699
Q6317311,Q5001449
Q2758776,Q18003063
Q4739593,Q7731916
Q184785,Q7078770
Q1230705,Q3208184
Q465179,Q3821702
Q5335062,Q1602193
Q6437468,Q5001675
Q2728271,Q18003064
Q506885,Q3208185
Q555298,Q7731929
Q443528,Q1602785
Q267748,Q3821704
Q514183,Q11889865
Q3085154,Q3208201
Q912791,Q7731932
Q2758776,Q18003067
Q6303469,Q7078789
Q160534,Q1604850
Q3956253,Q3821707
Q3762580,Q3821707
Q7174678,Q5001731
Q181730,Q7731934
Q2758776,Q18003068
Q123089,Q1605244
Q236321,Q7078790
Q3287853,Q3208202
Q27464981,Q3821723
Q182047,Q5001811
Q2758776,Q18003069
Q607325,Q1605810
Q1101337,Q5001868
Q315059,Q3208207
Q9204,Q7078795
Q1243368,Q3821740
Q3616551,Q7731951
Q366281,Q18003129
Q11898058,Q11890046
Q713778,Q1605815
Q526214,Q7731962
Q47087,Q7078810
Q3750263,Q3821755
Q5389724,Q18003133
Q22750,Q3208217
Q442643,Q1606854
Q2456963,Q3821762
Q2392954,Q18003135
Q558425,Q7731972
Q2481000,Q5002200
Q314256,Q7078812
Q2261948,Q11890128
Q73506,Q1607454
Q16204354,Q18003141
Q3010117,Q3208219
Q19788001,Q5002248
Q7364336,Q7731974
Q44131,Q7078813
Q2261948,Q11890170
Q5826215,Q18003142
Q322922,Q1607727
Q6216379,Q5002262
Q15970683,Q3208223
Q923530,Q3821782
Q470758,Q7731976
Q256639,Q7078817
Q4983040,Q11890254
Q2460840,Q1607821
Q3287979,Q3208225
Q381443,Q18003145
Q13563067,Q7078820
Q6790498,Q5002301
Q3765629,Q3821791
Q178698,Q7731983
Q2342834,Q1607978
Q553730,Q1607978
Q264855,Q1607978
Q947303,Q18003147
Q457495,Q5002924
Q710435,Q7078822
Q3056406,Q7731985
Q1049595,Q3208247
Q2092466,Q1608505
Q68219,Q3821792
Q180962,Q7078824
Q371019,Q18003148
Q604474,Q5002932
Q3018281,Q3208256
Q2331144,Q3821795
Q1301663,Q1608892
Q7184242,Q7078827
Q284171,Q5002958
Q278285,Q18003149
Q3105764,Q3208260
Q449234,Q7732001
Q922053,Q3821797
Q7945871,Q5002961
Q105756,Q7078828
Q357108,Q1609780
Q158629,Q3208262
Q3617149,Q3821804
Q11867335,Q11890871
Q278285,Q18003150
Q1357524,Q7732007
Q1989968,Q5003379
Q157004,Q3208265
Q317160,Q1610128
Q366266,Q3821805
Q750904,Q3821805
Q9353,Q7078837
Q3734617,Q11890957
Q363478,Q18006308
Q192069,Q7732011
Q725494,Q3208283
Q2895021,Q5003384
Q310111,Q1610253
Q534599,Q7078921
Q467404,Q3821807
Q316313,Q7732015
Q4441391,Q7732015
Q4153765,Q18006334
Q350404,Q3208288
Q40909,Q1610831
Q665768,Q5003775
Q1810264,Q7078928
Q354085,Q3821814
Q455780,Q7732017
Q224113,Q3208296
Q363478,Q18006377
Q13462978,Q5003789
Q218679,Q1612826
Q234392,Q7078937
Q378645,Q3821831
Q1567235,Q18006436
Q269982,Q7732024
Q588653,Q3208305
Q41532,Q1613338
Q123078,Q7078977
Q3735576,Q11891248
Q1238811,Q5003802
Q260730,Q7732027
Q2143445,Q18006558
Q5941703,Q3821835
Q5717932,Q1613936
Q3038012,Q1613936
Q3133864,Q7732033
Q3181632,Q7732033
Q310257,Q5003816
Q273951,Q7078993
Q465687,Q11891280
Q44646,Q18011319
Q57971,Q1613942
Q2280676,Q3821838
Q611672,Q5003820
Q4978741,Q11891394
Q442931,Q7732034
Q38049,Q1615525
Q107002,Q7079479
Q2721893,Q18011460
Q1348786,Q5003832
Q2825183,Q3208334
Q336769,Q3821841
Q1399171,Q11891486
Q34981,Q1616068
Q2721893,Q18011462
Q1181143,Q5003851
Q446973,Q5003851
Q371922,Q3208336
Q1093783,Q3821853
Q40909,Q1616684
Q47117059,Q7732036
Q2495314,Q7079500
Q18014835,Q18014834
Q207544,Q5003855
Q298827,Q3208351
Q235014,Q3821857
Q368519,Q1616808
Q2758776,Q18016193
Q234530,Q5003860
Q211542,Q3208358
Q127539,Q18018572
Q131240,Q11891867
Q853122,Q3821861
Q529939,Q1617734
Q5638708,Q7732039
Q5075487,Q7079517
Q551772,Q3208359
Q1344495,Q5003862
Q4203776,Q1617849
Q334219,Q3821866
Q78494,Q7732040
Q127539,Q18018632
Q1248054,Q5003864
Q5235142,Q7079518
Q334983,Q3208361
Q236848,Q1618095
Q278953,Q7732078
Q127539,Q18018635
Q272076,Q5003868
Q1042531,Q3821867
Q151164,Q1618413
Q1378375,Q3821870
Q127539,Q18018638
Q3734617,Q11892086
Q4576851,Q7079519
Q1044648,Q5003871
Q3573764,Q3208377
Q3682835,Q3821871
Q7199,Q1618982
Q436131,Q7732084
Q127539,Q18018641
Q217557,Q5003873
Q25550430,Q3208389
Q318487,Q1618986
Q319746,Q3821879
Q7781847,Q7732090
Q794213,Q5003877
Q585329,Q7079559
Q127539,Q18018644
Q358188,Q3821897
Q235354,Q1619568
Q9711,Q3208395
Q275563,Q5003880
Q503815,Q7732095
Q127539,Q18018648
Q368519,Q1619593
Q382128,Q7079878
Q297759,Q3208415
Q84186,Q3821911
Q7153259,Q7732097
Q298234,Q5003889
Q127539,Q18018650
Q3735576,Q11892462
Q241903,Q1619595
Q3384969,Q3208416
Q559409,Q7080226
Q127539,Q18018653
Q6152651,Q5004003
Q134456,Q3821914
Q319189,Q7732103
Q373435,Q11892491
Q234403,Q3208418
Q298685,Q7080395
Q217619,Q5004256
Q981768,Q7732109
Q859,Q1619950
Q369978,Q3821945
Q127539,Q18018655
Q319084,Q7080396
Q982044,Q3208420
Q3119422,Q3821958
Q7815662,Q7732111
Q234928,Q5004615
Q3164658,Q1620733
Q127539,Q18018658
Q336698,Q7732113
Q3703128,Q3821959
Q6385128,Q5004720
Q127539,Q18018660
Q11867335,Q11892711
Q452282,Q7080422
Q5980992,Q7732121
Q309786,Q3821964
Q7648387,Q5004721
Q558430,Q1621457
Q127539,Q18018662
Q320507,Q7080499
Q575345,Q7732126
Q325133,Q3208463
Q335071,Q5004726
Q1691383,Q3821966
Q127539,Q18018665
Q437798,Q1622722
Q7149971,Q7080523
Q3259537,Q3208466
Q983421,Q3821967
Q316138,Q5004727
Q127539,Q18018668
Q707796,Q1623320
Q379923,Q5005038
Q315683,Q7732133
Q127539,Q18018670
Q269123,Q1623656
Q201315,Q3821987
Q433913,Q7732139
Q11858263,Q11893053
Q12022455,Q5005112
Q1375319,Q1624755
Q1386012,Q7081055
Q127539,Q18018673
Q3948325,Q3821988
Q1038440,Q11893301
Q217619,Q7732147
Q943273,Q1625481
Q2451001,Q3208489
Q721749,Q5005224
Q2910090,Q7081145
Q127539,Q18018677
Q465179,Q3821995
Q192839,Q3208500
Q335232,Q1625998
Q462465,Q7732158
Q1386992,Q5005986
Q1515216,Q7081176
Q127539,Q18018681
Q359548,Q1626551
Q3603436,Q3208501
Q36184,Q3822000
Q7793379,Q5007234
Q298234,Q7732165
Q530655,Q18023484
Q216134,Q7081270
Q553135,Q3208532
Q540412,Q1626732
Q348106,Q11893429
Q232212,Q3822011
Q552255,Q5009863
Q8005600,Q7732168
Q6911648,Q7081285
Q2674968,Q18027966
Q314553,Q3208535
Q2940032,Q7732170
Q181677,Q3822021
Q1594680,Q7081401
Q552255,Q5009895
Q44040,Q18029437
Q153700,Q1627168
Q84211,Q3208537
Q334219,Q3822024
Q2153385,Q5012806
Q5484482,Q11893487
Q256959,Q7732171
Q449234,Q7081652
Q1892595,Q18030015
Q6530,Q1627253
Q168550,Q5013842
Q3607384,Q3822027
Q524782,Q7732175
Q6378732,Q11893497
Q16009649,Q7083557
Q1985414,Q18034570
Q554683,Q1627579
Q534599,Q5014801
Q164967,Q3822030
Q3102139,Q3208545
Q3440556,Q11893579
Q917004,Q7732179
Q2674968,Q18039609
Q40909,Q1629456
Q742632,Q3822031
Q793895,Q3822031
Q562556,Q3208553
Q5217929,Q7083945
Q21099550,Q5015090
Q333719,Q7732184
Q2487628,Q18041542
Q61994,Q1630266
Q465179,Q3822033
Q442474,Q3822033
Q5080851,Q7084026
Q809012,Q7732186
Q18042440,Q18042414
Q2846651,Q5015110
Q2634813,Q7084050
Q6755795,Q7084050
Q29344,Q3208626
Q630454,Q3822037
Q5878,Q1630561
Q18006189,Q18042504
Q293133,Q11893669
Q1292044,Q7732190
Q737442,Q5015188
Q5006136,Q7084091
Q3765629,Q3822038
Q743838,Q1630704
Q275328,Q7732191
Q13362387,Q18042597
Q6296822,Q5015197
Q611828,Q7084099
Q3074245,Q3208639
Q358342,Q3822041
Q249544,Q1630805
Q3734617,Q11893757
Q12856839,Q18042638
Q217619,Q7732193
Q3307886,Q5015209
Q3110937,Q3208641
Q234530,Q7084253
Q134456,Q3822051
Q313193,Q1630977
Q5542439,Q7732194
Q38337,Q3208667
Q468550,Q11893794
Q13403169,Q18042640
Q580332,Q5015736
Q47114592,Q7084298
Q47114598,Q7084298
Q3615720,Q3822054
Q721999,Q1631002
Q9711,Q3208668
Q13403169,Q18042677
Q205958,Q11893801
Q575345,Q5015918
Q1335436,Q7084448
Q1322900,Q3822073
Q287828,Q3208672
Q715241,Q7732219
