edition_id;edition_label;edition_description
Q54826006;The Autobiography of James T. Kirk;
Q54825173;The First Virtue;
Q54856276;An illustrated flora of the Pacific States (vol. 1);
Q15622036;;
Q29053398;Moll Flanders and Roxana;
Q33514720;;
Q54824649;;
Q54821036;The Fire and the Rose;
Q54825262;;
Q19100078;The Story of Peter Pan;
Q54820927;;
Q54825583;The Better Man;
Q40590443;;
Q54826140;;
Q54114970;;
Q54820943;;
Q50327803;Zbabělci;
Q54824505;Enemy of My Enemy;
Q54824963;;
Q33515106;;
Q44397856;Essex the Rebel (1st edition);
Q55740552;The Decoration of Houses;
Q54825389;Marooned;
Q25991131;Buez ar Zent;
Q54826023;;
Q50331191;Gárgaras con alquitrán;
Q54824976;;
Q55231918;;
Q21072278;;
Q18674813;;
Q54825313;Dark Allies;
Q19756358;;
Q24251262;;
Q54820988;;
Q13735287;The Oxford English Dictionary (Second Edition on CD-ROM, Version 4.0);
Q54825300;;
Q15136486;Italian Baroque Painting (1962);
Q22704986;;
Q41524916;Star Trek: How to Speak Klingon: Essential Phrases for the Intergalactic Traveler;
Q54824995;Federation;
Q20817651;The Description of Greece;
Q54825355;Fallen Gods;
Q20783823;;
Q19509996;Karl der Große (1st edition);
Q44137217;Ethan Frome;
Q54824597;;
Q54825884;Star Trek: First Contact;
Q54825769;;
Q19076560;Bible (Tyndale);
Q28137322;;
Q54825584;;
Q28137317;;
Q54826094;The Good That Men Do;
Q54820978;Mindshadow;
Q16464281;Wuthering Heights;
Q18820001;;
Q54165640;;
Q41976542;Susanna Wesley;
Q54824526;The Star to Every Wandering;
Q54825738;Relics;
Q44397779;The Tale of Mr. Jeremy Fisher;
Q28599480;Ulysses (1986);
Q15631656;;
Q19128930;Boska Komedia (1870, Stanisławski);
Q54824928;The Body Electric;
Q55252668;;
Q33515040;;
Q27916762;The Social Conquest of Earth (trade edition);
Q23730374;Grote Winkler Prins;
Q42573588;Les Voyages de Gulliver (1832 French edition);
Q603882;Bible of Queen Sophia;
Q54825622;Line of Fire;
Q54825776;;
Q20201728;Beibl (1588);
Q20204464;;
Q24084680;;
Q19595161;Chronology 1 (first edition);
Q54826014;The Left Hand of Destiny Book 1;
Q28372189;;
Q24033017;The Pragmatic Programmer (1st edition);
Q54825929;;
Q30474306;The First Men in the Moon;
Q25804243;Večerní písně;
Q54820999;;
Q54820933;Old Wounds;
Q22338974;Köchel catalogue (1905 edition);
Q47441437;Lord Arthur Savile's Crime and Other Stories;
Q19138143;;
Q50328824;Božská komedie: Očistec;
Q54825955;;
Q54820928;;
Q1138103;Coverdale Bible;
Q19836017;Dictionary of American Medical Biography;
Q50793616;;
Q50331104;Zirkuszone;
Q54826129;;
Q54825659;;
Q22087677;;
Q16056003;Penthésilée (French edition, 1954);
Q15634579;Le avventure di Pinocchio (Libreria Editrice Felice Paggi 1883);
Q54821046;Spectre;
Q26311431;;
Q47544569;폴리아나;
Q54825990;;
Q19089654;The Histories;
Q13768618;Les Fontaines de Paris anciennes et nouvelles;
Q54824552;;
Q21163322;;
Q17278935;Emilio Bestetti;
Q54825260;;
Q54825324;Strangers from the Sky;
Q42531481;;
Q54824960;Preserver;
Q21930065;The Kiss and its History;
Q54826024;;
Q54826085;;
Q21281926;;
Q54822043;First Strike;
Q52228671;La Brèche;
Q19929999;Encyclopedia of women in the American West (2003 ed.);
Q54825561;;
Q54825699;Death's Angel;
Q54820904;;
Q54820984;Emissary;
Q54435814;Master the GRE;
Q46710463;Lolita (2010 Penguin Classics ed.);
Q54821028;;
Q48606171;Easton's Bible Dictionary, 1897;
Q10981315;The Islandman;
Q19111999;The Casebook of Sherlock Holmes;
Q12345136;Ano de l' ringludo;
Q54826108;;
Q54825505;First Frontier;
Q11306262;Samkok;
Q54745678;Report of the Second Norwegian Arctic Expedition in the "Fram," 1898-1902 (volume 2);
Q54824990;;
Q33515049;;
Q51515162;Origin of species by means of natural selection, or, The preservation of favored races in the struggle for life;
Q54825294;;
Q54824595;The Rift;
Q28137318;;
Q54824924;;
Q18691576;;
Q14385555;Kivet;
Q28101027;;
Q22963358;;
Q54435822;Master the GRE;
Q54826087;Vulcan's Glory;
Q54821043;;
Q54864424;An illustrated flora of the Pacific States (vol. 3);
Q50328625;Večerní písně;
Q43631163;The War of the Jews;
Q41774962;;
Q54821018;;
Q54825270;Revelation and Dust;
Q5363012;;
Q19506772;;
Q54825213;;
Q50319993;Der Scherz;
Q54824998;;
Q54825683;;
Q28599525;Ulysses (1961);
Q20155184;Bible (World English);
Q54824756;Devil in the Sky;
Q54826119;Reunion;
Q20198739;Lincoln Library of Essential Information;
Q28599520;Ulysses (1934);
Q54825308;;
Q54825032;;
Q28599496;Ulysses (1932);
Q54825848;;
Q26703542;The Antichrist;
Q54825513;;
Q54826093;;
Q23020945;Renobilitační procesy pražské;
Q22703945;;
Q54825289;Restoration;
Q54825544;;
Q54824935;;
Q54821049;;
Q428213;Wikipedia: The Missing Manual (1. ed);
Q21948575;The Origin of Species (1872);
Q21175595;Escuela española de sordomudos (1795);
Q24354871;;
Q54825316;;
Q23012373;;
Q24050500;;
Q54825564;Gemworld, Book Two;
Q20873003;Betelguese, a Trip Through Hell;
Q33514963;;
Q21584784;Footsteps of Fate;
Q47006248;Linear Algebra (2nd edition);
Q51456079;;
Q52196395;Smrt na úsvitě;
Q24089437;;
Q47015378;Walking Cyprus: Limassol (Town and District) (1st editiion);
Q51614301;Gitanjali;
Q54825206;A Call To Darkness;
Q23306977;The Cambridge Encyclopedia of Language;
Q54824969;Dragon's Honor;
Q54825348;Once Burned;
Q54825751;;
Q40974869;Genera Plantarum (3rd edition);
Q43981281;<script>alert("!Mediengruppe Bitnik") </script>;
Q22122675;International Encyclopedia of Horse Breeds;
Q20819290;The Merk Index 13th Ed.;
Q54822015;;
Q26958189;The Man Who Would Be King;
Q21694626;International Encyclopedia of Horse Breeds;
Q54824938;The Eyes of the Beholders;
Q54825993;;
Q54027661;Vedute delle ville e d'altri luoghi della Toscana, 1744 edition;
Q19759114;Il Manifesto del Partito Comunista (1891 Italian edition);
Q17305021;;
Q54821989;The Entropy Effect;
Q15054587;Rickenbacker;
Q17024324;Starcrossed;
Q19937957;Baker's Biographical Dictionary of Musicians (Centennial ed.);
Q19226724;;
Q54825296;;
Q54825601;Being Human;
Q54825615;;
Q14944010;Treasure Island;
Q26451825;Staré pověsti české;
Q19020947;Unbeaten Tracks in Japan;
Q54825940;Starfleet: Year One;
Q33514806;;
Q54824502;Time's Enemy;
Q26254046;Broučci a Broučkova pozůstalost;
Q623398;King James Version;
Q54860469;;
Q15138081;The Rise of Modern China, Sixth Edition;
Q54825894;;
Q14624941;Das Tagebuch der Anne Frank;
Q50335114;Jak se učí živě;
Q40803342;;
Q54825806;Legacy;
Q23690380;;
Q42588877;Les mots celtes clandestins;
Q23577944;Binas (2nd edition);
Q54825909;Star Trek: The Wrath of Khan;
Q29334;Septuagint;
Q54825543;;
Q19558387;;
Q19237008;;
Q54824925;;
Q28872885;;
Q51886037;Capital, The Communist Manifesto, and Other Writings (1932 edition);
Q17117150;;
Q15631612;;
Q20668025;Explanatory Supplement to the Astronomical Almanac 3rd ed.;
Q54820939;;
Q54825083;;
Q54825783;;
Q35169204;;
Q19076550;Douay-Rheims Bible;
Q54825672;;
Q54820903;;
Q40697569;;
Q53747889;;
Q19182606;;
Q17362879;One-Dimensional Man (German edition, 1967);
Q22829023;Voyage au Levant;
Q23311309;;
Q54824957;The Romulan Prize;
Q24533267;Three Lectures on the Vedanta Philosophy;
Q24556575;Walden ou la vie dans les bois;
Q15053584;Strategy, second revised edition;
Q24295216;William Tell Told Again;
Q54825126;;
Q54821056;;
Q54825620;;
Q54821065;Web of the Romulans;
Q50279195;Marcus Aurelius Antoninus, His Meditations concerning himselfe;
Q30139860;Heidi;
Q23016299;The pilgrimage of Etheria;
Q21856429;Dictionary of Minor Planet Names (Sixth Revised and Enlarged Edition);
Q48319651;;
Q15053312;Boeing Aircraft Cutaways;
Q54821499;The Black Shore;
Q54824930;;
Q54826054;;
Q54821397;The Big Game;
Q54825321;;
Q54825573;;
Q54825088;;
Q4548960;12th edition of Systema Naturae;
Q28869413;Černá Indie;
Q21994883;Voyages pittoresques et romantiques dans l'ancienne France;
Q54879106;;
Q20751032;Princeton Encyclopedia of American Political History (2010 edition);
Q54825177;;
Q20569500;;
Q54825085;The Romulan Way;
Q54825805;;
Q54825670;;
Q15863223;;
Q54825604;;
Q54824539;;
Q42902991;A Problem in Greek Ethics;
Q54824592;;
Q22774668;;
Q15054643;Jane's Fighting Aircraft of World War II;
Q51623684;Dictionary of Minor Planet Names (Fifth Revised and Enlarged Edition);
Q18676920;Chuang Tzŭ;
Q42726014;Ethnographic Museum in the Open Air in Kozmodemyansk;
Q15053617;How to Make War, Fourth Edition;
Q54821555;Abyss;
Q19098298;The Rover Boys on the Ocean;
Q17357316;;
Q47537423;Phèdre;
Q18668753;;
Q54821034;;
Q54820905;Vectors;
Q54825449;;
Q54825942;Stone and Anvil;
Q51515156;The origin of species by means of natural selection, or, The preservation of favored races in the struggle for life;
Q54825004;Shell Game;
Q54825739;;
Q21190996;La Divina Comedia;
Q54824509;;
Q23575302;;
Q54825581;;
Q54825360;;
Q22137014;The encyclopedia of horses & ponies;
Q54825084;;
Q51089788;Kvinden flytter ind;
Q19850877;;
Q54825695;;
Q17362859;One-Dimensional Man (1st edition);
Q54825096;;
Q50318612;Batrachomyomachia;
Q33014049;;
Q45833214;Greenwich Time and the Longitude (1997);
Q54825773;Pathways;
Q54825068;;
Q54825022;;
Q20568779;;
Q54860478;;
Q15631609;The Annals, 1876 English translation;
Q19799222;The True Benjamin Franklin;
Q15982549;Die satanischen Verse (German first edition);
Q18086927;;
Q54824979;;
Q35171315;;
Q26940468;Idle Thoughts of an Idle Fellow;
Q45817416;;
Q54825939;Starfleet: Year One;
Q54825638;Nightshade;
Q50315553;;
Q48047403;Patterns of Fashion 4;
Q5099979;China and the Christian Impact;
Q23012898;An Economic History of South Africa (hardcover);
Q47405582;Lolita: A Janus Text (1995 Twayne Publishers ed.);
Q33514978;;
Q21163341;;
Q54826154;;
Q28137288;;
Q20746142;The Working and Management of an English Railway;
Q13746746;;
Q20850604;;
Q54825565;;
Q30017816;The Recurrent Green Universe of John Fowles;
Q54825749;Summon the Thunder;
Q54821042;;
Q54826033;;
Q23773141;The Workers' Esperanto Movement;
Q51886025;Manifesto of the German Communist Party (1850 English edition);
Q16934717;Art Song Composers of Spain: An Encyclopedia (2009);
Q18918473;Bible (Wikisource);
Q22137019;Simon & Schuster's Guide to Horses and Ponies;
Q54825127;;
Q54825007;Articles of the Federation;
Q26937308;Marcus Aureliuser Atmachinta;
Q44364352;The Tale of Peter Rabbit;
Q54820975;Rough Beasts of Empire;
Q22984248;35 Sonnets;
Q54820929;Deep Domain;
Q37872478;Filocolo;
Q54821784;;
Q19100300;Little Red Songbook 9th Edition;
Q7045768;Noble Quran;
Q26084264;Autism : Current Theories and Evidence;
Q16799491;It's Not an All Night Fair;
Q15895126;International Code of Botanical Nomenclature (Vienna Code);
Q48450804;The Social Contract;
Q54825077;The Final Fury;
Q54821452;;
Q54825997;;
Q23779125;The Absentee (Wikisource edition);
Q20058722;Butterfly Man;
Q54825016;Provenance of Shadows;
Q54825903;;
Q54825281;Renaissance;
Q54825788;;
Q54826145;Twilight;
Q28137289;;
Q54825253;;
Q19128359;Dei delitti e delle pene;
Q54825594;;
Q17534320;Kepler;
Q54820995;Cybersong;
Q54826113;Resistance;
Q19093344;The Man that Corrupted Hadleyburg;
Q54435756;Master the GRE;
Q54825789;Seven of Nine;
Q20749109;Encyclopedia of American Urban History (2007 edition);
Q51515141;The origin of species : by means of natural selection, or, The preservation of favoured races in the struggle for life;
Q7544282;Smashwords;
Q33514811;;
Q22227047;Relatione del reame di Congo et delle circonvicine contrade;
Q54825558;Crisis on Centaurus;
Q19403458;Villen im Kölner Süden (first edition);
Q15211604;Dictionnaire des parlementaires français (3rd volume);
Q54825452;Triangle: Imzadi II;
Q54826074;Missing in Action;
Q54825261;Endgame;
Q54825681;;
Q40911986;;
Q3165054;Jean-Claude Lattès;
Q54435778;Master the GRE;
Q14624856;Het achterhuis;
Q3114572;Shahnameh of Shah Tahmasp;
Q28002560;Pride and Prejudice;
Q44314754;;
Q21208772;A comprehensive Indonesian-English Dictionary;
Q44364565;The Tale of Peter Rabbit;
Q21191066;Божественная комедия (1855, Минъ);
Q54860479;;
Q19801080;Ancient Ballads and Legends of Hindustan;
Q54825290;;
Q55044820;Glossary of Mineral Species 1995;
Q19799218;The True Benjamin Franklin;
Q54860471;;
Q22116595;;
Q54825539;Kobayashi Maru;
Q19831717;;
